Feature,Weight
pitzdailysimplefoam,0.4316182102151155
dissertationhelp,0.4301068400601586
failur,0.4301068400601586
heighten,0.4301068400601586
immeasur,0.4301068400601586
misdirect,0.4301068400601586
oppos,0.4239287284779991
thorough,0.4215645070517012
articl,0.4078186151645829
reduc,0.4063291741156429
purchas,0.4051206100031458
fscanfmat,0.4030488494007599
case,0.4020282509793682
befor,0.3976685771662401
report,0.3968459367772705
singl,0.3946274076906844
began,0.3940049889704847
brought,0.3940049889704847
bundl,0.3940049889704847
libbla,0.3940049889704847
libblapack,0.3940049889704847
prerequisit,0.3940049889704847
uncommon,0.3940049889704847
don,0.3876081563537113
featur,0.3827098532252997
therefor,0.3793681009709269
sort,0.379007821777683
cover,0.3752906370759957
cvs,0.3752906370759957
daili,0.3752906370759957
dubai,0.3752906370759957
freelanc,0.3752906370759957
letter,0.3752906370759957
linkedin,0.3752906370759957
senior,0.3752906370759957
writer,0.3752906370759957
issu,0.3724400148309701
result,0.3674698362741672
blog,0.3642416006209987
altern,0.3634846828065016
new,0.3597378029331734
said,0.3544142204045911
directori,0.3534335579586473
quadrant,0.3532889667430433
alli,0.3525168882697507
request,0.3518978560746239
state,0.3479057338962298
experi,0.346884201425401
footprint,0.3458694228550686
variabl,0.3457923661152814
portabl,0.3444750352854772
caus,0.3432565124378538
becaus,0.3412916131553757
steadi,0.3388184220712588
minim,0.338447007375881
reactiv,0.338447007375881
referenc,0.3381141088964097
output,0.331601736141268
save,0.3278398495245629
cv,0.3247266303923268
point,0.3209050901831317
actual,0.3171127903401979
finish,0.3165628654448553
plot,0.3147530215075698
gitup,0.3115440985223342
repositori,0.3115440985223342
segment,0.3095731781271877
colleg,0.3062230274910052
blockmesh,0.3030085784837246
accompani,0.3010436926261237
divert,0.3010436926261237
endeavor,0.3010436926261237
errorbar,0.3010436926261237
extra,0.3010436926261237
fillbetween,0.3010436926261237
loud,0.3010436926261237
truli,0.3010436926261237
watchword,0.3010436926261237
scimax,0.2997996927364809
authorat,0.2994143642062701
consum,0.2994143642062701
hard,0.2994143642062701
journal,0.2994143642062701
street,0.2994143642062701
good,0.2985211393618177
adequ,0.2967016369162398
announc,0.2967016369162398
conceiv,0.2967016369162398
depict,0.2967016369162398
esteem,0.2967016369162398
portion,0.2967016369162398
solitari,0.2967016369162398
twofold,0.2967016369162398
graph,0.2950495638407001
méxico,0.2947737765718808
data,0.2940512172323588
osmosi,0.2936550058946807
various,0.2930775519772038
ideal,0.2898067701269419
risparmi,0.2826311733944345
sconto,0.2826311733944345
comma,0.282303613546801
render,0.282303613546801
newli,0.2818713123008858
approach,0.2810896185304701
phrase,0.2810896185304701
primari,0.2810896185304701
cheap,0.2794127725073485
bar,0.2791566354225005
impact,0.2780754103454214
best,0.2761802862433246
ground,0.2708352537462486
offer,0.2708352537462486
smart,0.2708352537462486
spice,0.2675957437376539
countless,0.2674877036670416
ident,0.2674877036670416
intersect,0.2674877036670416
repres,0.2674877036670416
strain,0.2674877036670416
univers,0.2641523299225307
append,0.262770523766325
cvpcb,0.261706444567567
teach,0.2604677874322413
specifi,0.2588529730474437
idea,0.2586449600662621
ascertain,0.2574852907334907
chanc,0.2574852907334907
converg,0.2574852907334907
entireti,0.2574852907334907
likewis,0.2574852907334907
meet,0.2574852907334907
outcom,0.2574852907334907
straight,0.2574852907334907
turn,0.2574852907334907
tick,0.2553057534465995
friend,0.2504416583773337
indic,0.2493262803348172
websit,0.2488862399447732
gnd,0.2486688052594433
matplotlib,0.2485325164192177
whilst,0.248460502386202
wizard,0.2480685911460095
time,0.2475818050818582
present,0.2467853601353073
combin,0.2461265106745078
stuff,0.2453158230442193
onli,0.2446477999648766
linear,0.2441015401884641
fact,0.2437595872650721
led,0.2424087773384553
rememb,0.2381005403020959
parallel,0.2378692677230884
extrem,0.2360107204617613
pythonplot,0.2354422842752646
composit,0.2350910571480231
everi,0.2344870588372269
difficult,0.2323780686640826
wide,0.2322612320520336
dwsim,0.232090651756235
profil,0.2315035230286258
short,0.2300501964992314
wall,0.2284144507311057
chose,0.2260143235647567
interfac,0.2257678372681393
consist,0.2247637119990103
numer,0.2238253146396403
singular,0.2218886486617202
peopl,0.2212646999785316
graduat,0.2200928283854742
figur,0.2194960822012872
href,0.2192848578016509
build,0.2187924483669258
navitim,0.2159377649612505
common,0.214847218170814
opposit,0.214254903952736
establish,0.2111829696929639
encourag,0.2107822535258506
reflux,0.2107822535258506
spec,0.2107822535258506
tad,0.2107822535258506
unconverg,0.2107822535258506
pressur,0.2096454040213948
valid,0.2087840086683006
cross,0.2085434232754941
messag,0.2038709766339793
stage,0.2013663863833175
understood,0.2009635771201769
written,0.2005279418104051
print,0.2002267107483067
python,0.2001144709921677
addit,0.1979852351517586
aid,0.1979852351517586
circuitlab,0.1979852351517586
collect,0.1979852351517586
docircuit,0.1979852351517586
expert,0.1979852351517586
extraordinarili,0.1979852351517586
hobbyist,0.1979852351517586
multisim,0.1979852351517586
partsim,0.1979852351517586
psim,0.1979852351517586
statist,0.1979852351517586
therebi,0.1979852351517586
tina,0.1979852351517586
tom,0.1979852351517586
uniqu,0.1979852351517586
editor,0.1973295401539763
link,0.1959378471855462
condens,0.1932029959101905
modul,0.1931872590455994
proport,0.1922089599685441
price,0.1910489847218136
matter,0.1893982420974901
clear,0.1890536069906569
drier,0.1890031830712932
equat,0.1882097091546189
explor,0.1863850393295761
product,0.1860954887183676
sequenc,0.1857167463026125
quantiti,0.1830199749171292
titl,0.1807598225208754
configur,0.1803712808306506
won,0.1789678717978404
onc,0.1769054503097469
question,0.1765900292417244
virtual,0.1763932202061266
util,0.1761549776237935
techniqu,0.1761256915385555
equival,0.1754841497575278
organ,0.1751035626778127
talk,0.1741593073251152
equal,0.1727835984037733
conveni,0.1722375176427386
facilit,0.1722375176427386
life,0.1722375176427386
long,0.1722375176427386
travel,0.1722375176427386
ac,0.1719681268141278
day,0.1713076441751493
ternari,0.1709337051432555
advis,0.1692235036879405
gibbz,0.1692235036879405
na,0.1692235036879405
nbe,0.1692235036879405
nbefor,0.1692235036879405
nirrelev,0.1692235036879405
nphase,0.1692235036879405
ntake,0.1692235036879405
nwith,0.1692235036879405
physic,0.1692235036879405
simplifi,0.1692235036879405
carri,0.1691412735792573
greater,0.1664807566827467
field,0.1653056469058365
target,0.163926264143434
librari,0.1629099820465346
weight,0.1621459119174385
total,0.1620908434583713
consid,0.1616352774090837
expir,0.1615294855600791
kellim,0.1615294855600791
kingdom,0.1615294855600791
london,0.1615294855600791
public,0.1615294855600791
shortcircuit,0.1615294855600791
worri,0.1615294855600791
worthington,0.1615294855600791
rout,0.1611135670232544
increas,0.1594776590012434
exclammark,0.1577185107363411
deepli,0.1574762957884476
pell,0.1570456472445459
batteri,0.1561724249737769
pretti,0.1550294716299727
high,0.1542959936747049
involv,0.1536075955445307
touch,0.1511862951210419
key,0.1510537393916356
prefer,0.1506319672562427
studi,0.1498417517585477
sever,0.1458622404725479
known,0.1430657040980318
quit,0.1417781209584417
end,0.1417249612259207
cirv,0.1395888232840215
endand,0.1395888232840215
endpleas,0.1395888232840215
kc,0.1395888232840215
tc,0.1395888232840215
thu,0.1395888232840215
hold,0.13932651450285
jiffi,0.13932651450285
pave,0.13932651450285
non,0.1387897971254534
free,0.1384172216098633
tomorrow,0.1376166183730671
gadget,0.1352727815394376
regular,0.1352727815394376
content,0.1346378009659591
execut,0.1335535535100298
reboil,0.1320925600434906
becerra,0.1314391289539728
circ,0.1314391289539728
programfil,0.1314391289539728
pyhon,0.1314391289539728
suspect,0.1314391289539728
great,0.1309875897643722
advanc,0.1273215610247475
light,0.1263176917963464
realli,0.124109664178776
tv,0.1238229753219059
provid,0.1236510557161958
rate,0.1223277188346508
eeschema,0.1186962298790974
cinturino,0.1177842354334093
compar,0.1159961623739686
appli,0.1159865060864515
copi,0.1154561357115721
ref,0.1116263389174798
tabl,0.111305207171614
coordin,0.1105534290301662
clamp,0.1105068720817417
perform,0.1079614562868708
feb,0.1077390714355214
kicadtongspic,0.1076277010792337
nif,0.1038282117954746
separ,0.1017627759204152
greet,0.1017251792449826
board,0.1002640409433114
nthe,0.0988022657640032
chronograph,0.0981535295278412
home,0.0978117250616773
place,0.0975031527405909
reason,0.094697533213912
direct,0.0935703099042331
press,0.0933727026940045
explain,0.0897127791644541
right,0.0894887610505816
column,0.0874052888376816
global,0.0855335576362737
ubuntu,0.0847641274635237
desktop,0.083896659466268
lab,0.08251110974846
filter,0.0807970170734911
acciaio,0.0785228236222729
chronomat,0.0785228236222729
ocean,0.0785228236222729
ss,0.0785228236222729
area,0.078435835433558
fatal,0.0780754230561891
netlist,0.0767898955352289
tran,0.0758295401679037
mani,0.0753830455630274
controlrunprint,0.0742408184580258
exclud,0.0742408184580258
reorder,0.0742408184580258
txtprint,0.0742408184580258
cronografo,0.0739220758451426
allv,0.0734645329348327
endc,0.0734645329348327
monitor,0.0727570942742123
replica,0.0706577933486086
sine,0.069191527525619
band,0.0665593363076264
far,0.0662544840939842
hope,0.0633767587320276
machin,0.0607770013205989
engin,0.0602030678743307
audemar,0.0588921177167046
marcatori,0.0588921177167046
marker,0.0588921177167046
numeri,0.0588921177167046
ora,0.0588921177167046
piguet,0.0588921177167046
stainless,0.0588921177167046
think,0.0565633761676352
steel,0.055441556883857
rolex,0.055441556883857
dialog,0.0553986584650479
flowsheet,0.0549109569721032
nero,0.0529933450114564
krone,0.0529933450114564
date,0.0527797391608667
easi,0.0508562445274392
icon,0.0502491420864601
came,0.0496263726388425
line,0.0487018788025783
model,0.048691849267957
super,0.0477339781931974
ngspice,0.0473018442066455
cloud,0.0471764594489604
document,0.0465973405804156
electron,0.0419796834090176
thing,0.0418007000654984
instead,0.0417264156508973
inlet,0.0414032251574816
volum,0.039654336931381
click,0.0394132143804057
braccial,0.0392614118111364
brequet,0.0392614118111364
contatori,0.0392614118111364
dce,0.0392614118111364
df,0.0392614118111364
falsi,0.0392614118111364
falso,0.0392614118111364
heuer,0.0392614118111364
ii,0.0392614118111364
inox,0.0392614118111364
luce,0.0392614118111364
lunetta,0.0392614118111364
marron,0.0392614118111364
stripe,0.0392614118111364
tone,0.0392614118111364
tripl,0.0392614118111364
tripla,0.0392614118111364
blu,0.0369610379225713
da,0.0369610379225713
ea,0.0369610379225713
rosso,0.0369610379225713
sinc,0.0359629387315547
circuit,0.035868322568767
linux,0.0353532600933435
remov,0.0353004850628132
packag,0.0348491321126529
reader,0.0346805772745297
flash,0.0340221648640207
charg,0.0330605529630874
fe,0.0328212636092609
tag,0.0318188860969297
mous,0.0308280593207303
doesn,0.0301409663920719
control,0.0299947155889061
consol,0.0299076571611926
rc,0.0291613106588819
hour,0.0248780968217702
past,0.0232257809090068
paper,0.0230922387659988
submit,0.0228941277383311
current,0.020363059435412
veri,0.0199907345771995
arabi,0.0196307059055682
ba,0.0196307059055682
bestsellerfalso,0.0196307059055682
breguet,0.0196307059055682
cassa,0.0196307059055682
copyright,0.0196307059055682
diritti,0.0196307059055682
fascia,0.0196307059055682
fc,0.0196307059055682
gennaio,0.0196307059055682
leather,0.0196307059055682
meccanici,0.0196307059055682
migliori,0.0196307059055682
riservati,0.0196307059055682
taghuer,0.0196307059055682
tutti,0.0196307059055682
vedi,0.0196307059055682
node,0.0191700093382886
svizzeri,0.0184805189612856
dial,0.0184805189612856
novità,0.0184805189612856
oro,0.0184805189612856
rosa,0.0184805189612856
vendita,0.0184805189612856
aaa,0.0176644483371521
australian,0.0176644483371521
canadian,0.0176644483371521
cni,0.0176644483371521
danish,0.0176644483371521
di,0.0176644483371521
euro,0.0176644483371521
jappen,0.0176644483371521
norsk,0.0176644483371521
pound,0.0176644483371521
swedish,0.0176644483371521
yen,0.0176644483371521
movimento,0.0176644483371521
vetrina,0.0176644483371521
le,0.0170314547840941
know,0.0157210080716305
object,0.0128938572283707
cc,0.0127493658410316
master,0.0108488551841962
dc,0.0101138417412821
outlet,0.0099320747006531
button,0.0094413057868607
arc,0.0092862459867481
got,0.0088369702953983
black,0.0079921842262133
sure,0.0047604358320603
tool,0.0033498235908893
manag,0.0004466654162046
idinput,1.7780915628762273e-17
medium,1.3877787807814457e-17
hublot,6.938893903907228e-18
somebodi,4.77048955893622e-18
rajesh,3.903127820947816e-18
vd,3.5778671692021654e-18
accept,3.469446951953614e-18
advic,3.469446951953614e-18
bartlett,3.469446951953614e-18
bcommand,3.469446951953614e-18
bgrep,3.469446951953614e-18
cfreq,3.469446951953614e-18
foundher,3.469446951953614e-18
glitch,3.469446951953614e-18
herewithfyi,3.469446951953614e-18
proscript,3.469446951953614e-18
pylet,3.469446951953614e-18
scr,3.0357660829594124e-18
nels,2.6020852139652106e-18
versa,2.6020852139652106e-18
vice,2.6020852139652106e-18
vous,2.1955093992831465e-18
avoid,1.951563910473908e-18
otherwis,1.951563910473908e-18
ex,1.7889335846010823e-18
volatag,1.7889335846010823e-18
ajit,1.734723475976807e-18
analogread,1.734723475976807e-18
dehradun,1.734723475976807e-18
ece,1.734723475976807e-18
esimchang,1.734723475976807e-18
hang,1.734723475976807e-18
macrosregardsrajaneesh,1.734723475976807e-18
matplotlob,1.734723475976807e-18
multipli,1.734723475976807e-18
rathor,1.734723475976807e-18
readimag,1.734723475976807e-18
shivalik,1.734723475976807e-18
uttrakhand,1.734723475976807e-18
promot,1.3010426069826053e-18
apparait,1.0977546996415732e-18
boit,1.0977546996415732e-18
bonjour,1.0977546996415732e-18
crit,1.0977546996415732e-18
essai,1.0977546996415732e-18
il,1.0977546996415732e-18
indiqu,1.0977546996415732e-18
nom,1.0977546996415732e-18
nouveau,1.0977546996415732e-18
plait,1.0977546996415732e-18
pouvez,1.0977546996415732e-18
suivant,1.0977546996415732e-18
sur,1.0977546996415732e-18
xfb,1.0977546996415732e-18
solidwork,1.0842021724855044e-18
articoli,8.673617379884035e-19
teaset,8.673617379884035e-19
act,4.336808689942021e-19
amplifi,4.336808689942021e-19
bang,4.336808689942021e-19
bold,4.336808689942021e-19
caso,4.336808689942021e-19
ceramica,4.336808689942021e-19
commercialis,4.336808689942021e-19
completa,4.336808689942021e-19
iniziano,4.336808689942021e-19
promozioni,4.336808689942021e-19
readimagefil,4.336808689942021e-19
snapshot,4.336808689942021e-19
transconduct,4.336808689942021e-19
visualizzati,4.336808689942021e-19
vlsi,4.336808689942021e-19
big,4.2690460541616737e-19
mark,2.1684043449710093e-19
clue,1.8973538018496328e-19
potenti,1.8973538018496328e-19
smaller,1.8973538018496328e-19
systemat,1.8973538018496328e-19
cnt,1.4907779871675686e-19
passwd,1.4907779871675686e-19
rootpassword,1.4907779871675686e-19
studentthen,1.4907779871675686e-19
status,1.1011428314305904e-19
cccs,1.0842021724855044e-19
dash,1.0842021724855044e-19
miscellan,1.0842021724855044e-19
rectangl,1.0842021724855044e-19
thyristor,1.0842021724855044e-19
userdiod,1.0842021724855044e-19
whichev,1.0842021724855044e-19
abba,0.0
abortederror,0.0
academ,0.0
academia,0.0
advertis,0.0
agglomer,0.0
agu,0.0
amolbedarkar,0.0
anim,0.0
antivirus,0.0
approxim,0.0
arduinolib,0.0
argv,0.0
ari,0.0
aspect,0.0
atizar,0.0
attend,0.0
audienc,0.0
autom,0.0
availbl,0.0
away,0.0
ax,0.0
backslash,0.0
balu,0.0
bat,0.0
batch,0.0
becom,0.0
behav,0.0
beproj,0.0
bernarddnaptifrmumbai,0.0
bestsel,0.0
better,0.0
bip,0.0
bothwihch,0.0
bridg,0.0
bridgerectifi,0.0
bsd,0.0
cacheagglomer,0.0
calpha,0.0
capabl,0.0
catogri,0.0
cellset,0.0
cellzon,0.0
certifi,0.0
char,0.0
cheb,0.0
chebyshev,0.0
checkmesh,0.0
checkvalid,0.0
chedl,0.0
choppi,0.0
chosen,0.0
chrome,0.0
clarif,0.0
claus,0.0
clccleart,0.0
clocktim,0.0
cm,0.0
comm,0.0
comman,0.0
confirm,0.0
consoleimag,0.0
construct,0.0
crash,0.0
createbafflesdict,0.0
culprit,0.0
cumul,0.0
dambreak,0.0
deal,0.0
decim,0.0
decis,0.0
declar,0.0
definedwhen,0.0
deni,0.0
dic,0.0
dilu,0.0
dilupbicg,0.0
directoryi,0.0
directorynow,0.0
div,0.0
dll,0.0
dlllink,0.0
doanalys,0.0
docker,0.0
dome,0.0
dos,0.0
eas,0.0
easili,0.0
endendplot,0.0
endendt,0.0
endt,0.0
epslon,0.0
errtyp,0.0
esi,0.0
evstr,0.0
executiontim,0.0
extend,0.0
faceareapair,0.0
faceset,0.0
facezon,0.0
failednot,0.0
failedtransi,0.0
filet,0.0
flashplay,0.0
flts,0.0
fo,0.0
fps,0.0
funcprot,0.0
fvsolut,0.0
gain,0.0
gamg,0.0
gaussseidel,0.0
getvers,0.0
gmail,0.0
gmin,0.0
gokul,0.0
grep,0.0
handl,0.0
hasn,0.0
hithank,0.0
hmm,0.0
hydraulicjump,0.0
hypothet,0.0
icodyfoam,0.0
icodymfoam,0.0
imread,0.0
incorrect,0.0
increment,0.0
infect,0.0
inquiri,0.0
inspector,0.0
iostream,0.0
ip,0.0
june,0.0
kazam,0.0
kdb,0.0
kepsilon,0.0
keyword,0.0
kicadlibrari,0.0
kicadthen,0.0
kiway,0.0
kvl,0.0
lack,0.0
libboost,0.0
libc,0.0
libopenfoam,0.0
libseri,0.0
licens,0.0
lift,0.0
linuxgccdpint,0.0
liquidmul,0.0
liquidphas,0.0
ln,0.0
loadedperhap,0.0
lrt,0.0
ls,0.0
lstransportproperti,0.0
matplotlibinstal,0.0
mazhar,0.0
meanwhil,0.0
mergelevel,0.0
messagestart,0.0
mid,0.0
min,0.0
momentumpredictor,0.0
morev,0.0
motion,0.0
movement,0.0
mp,0.0
mtech,0.0
mule,0.0
mulescorr,0.0
nabort,0.0
nalphacorr,0.0
nalphasubcycl,0.0
nandasena,0.0
nashu,0.0
ncellsincoarsestlevel,0.0
ncorrector,0.0
ndid,0.0
nearer,0.0
nerror,0.0
ngit,0.0
nlimiterit,0.0
nnonorthogonalcorrector,0.0
noutercorrector,0.0
nsourc,0.0
numpyinstal,0.0
observ,0.0
ofus,0.0
ongo,0.0
ont,0.0
ontain,0.0
ontent,0.0
ontim,0.0
ontimerent,0.0
ontvlab,0.0
openfoamwiki,0.0
orologio,0.0
ostream,0.0
parti,0.0
pathspec,0.0
pbicg,0.0
pcg,0.0
pcorr,0.0
persist,0.0
plus,0.0
pointout,0.0
polar,0.0
polymesh,0.0
polymeshbash,0.0
polynomi,0.0
precondition,0.0
printcoeff,0.0
printscreen,0.0
printstack,0.0
problemnew,0.0
protocol,0.0
provis,0.0
pspice,0.0
quarzo,0.0
rajaneesh,0.0
ran,0.0
rasproperti,0.0
reachedrun,0.0
readm,0.0
recheck,0.0
recruit,0.0
redefin,0.0
redirect,0.0
redo,0.0
region,0.0
regist,0.0
regress,0.0
regul,0.0
reject,0.0
relaxationfactor,0.0
relay,0.0
reltol,0.0
repeat,0.0
res,0.0
reynold,0.0
rgh,0.0
rghfinal,0.0
rotuin,0.0
round,0.0
roundet,0.0
rst,0.0
rupak,0.0
rwxr,0.0
safer,0.0
samarendra,0.0
sbhs,0.0
sceat,0.0
schedul,0.0
sciflt,0.0
scourant,0.0
screencast,0.0
seader,0.0
ser,0.0
session,0.0
shamika,0.0
shekhar,0.0
shot,0.0
sighandl,0.0
simulationtyp,0.0
simulink,0.0
sincerelyjulio,0.0
sinusoid,0.0
slider,0.0
smoother,0.0
smoothsolv,0.0
snap,0.0
snapphexmeshdict,0.0
soundarrajan,0.0
splitter,0.0
stepnot,0.0
steppingsuppli,0.0
stepsuppli,0.0
steptri,0.0
stepwarn,0.0
strsplit,0.0
subdict,0.0
submodul,0.0
subtre,0.0
succeed,0.0
sum,0.0
symgaussseidel,0.0
thermo,0.0
thermodynam,0.0
thirti,0.0
thnks,0.0
tk,0.0
tload,0.0
toler,0.0
toolkit,0.0
toposetdict,0.0
tranform,0.0
tree,0.0
trice,0.0
trupti,0.0
trusti,0.0
tryng,0.0
twenti,0.0
ultim,0.0
undetermin,0.0
unrealist,0.0
unsign,0.0
upcom,0.0
useful,0.0
useimport,0.0
usual,0.0
ux,0.0
uy,0.0
uz,0.0
vin,0.0
virajbelekar,0.0
viscos,0.0
vlc,0.0
vout,0.0
wander,0.0
webpag,0.0
winderson,0.0
worspac,0.0
wouldn,0.0
xr,0.0
yogi,0.0
yourodney,0.0
yousam,0.0
zcalc,0.0
zcos,0.0
zener,0.0
ahead,-5.421010862427522e-20
arez,-5.421010862427522e-20
await,-5.421010862427522e-20
compulsori,-5.421010862427522e-20
eager,-5.421010862427522e-20
getd,-5.421010862427522e-20
kirchoff,-5.421010862427522e-20
lalit,-5.421010862427522e-20
law,-5.421010862427522e-20
multiphaseflow,-5.421010862427522e-20
ohm,-5.421010862427522e-20
sourceforg,-5.421010862427522e-20
strict,-5.421010862427522e-20
afternoon,-1.0842021724855044e-19
anerror,-1.0842021724855044e-19
bell,-1.0842021724855044e-19
copia,-1.0842021724855044e-19
dawid,-1.0842021724855044e-19
febbraio,-1.0842021724855044e-19
fuzzi,-1.0842021724855044e-19
king,-1.0842021724855044e-19
libraryload,-1.0842021724855044e-19
lussuoso,-1.0842021724855044e-19
miglior,-1.0842021724855044e-19
oyster,-1.0842021724855044e-19
paletteatomsload,-1.0842021724855044e-19
perpetu,-1.0842021724855044e-19
prodotti,-1.0842021724855044e-19
qualità,-1.0842021724855044e-19
roman,-1.0842021724855044e-19
ross,-1.0842021724855044e-19
scico,-1.0842021724855044e-19
scontocassa,-1.0842021724855044e-19
scontoorolog,-1.0842021724855044e-19
scs,-1.0842021724855044e-19
silver,-1.0842021724855044e-19
sod,-1.0842021724855044e-19
svizzera,-1.0842021724855044e-19
tnorm,-1.0842021724855044e-19
volt,-1.0842021724855044e-19
week,-1.0842021724855044e-19
xcospaladdblock,-1.0842021724855044e-19
lead,-1.6263032587282571e-19
clock,-1.6601845766184291e-19
docstr,-1.6601845766184291e-19
grclass,-1.6601845766184291e-19
numpyfrom,-1.6601845766184291e-19
preset,-1.6601845766184291e-19
automatico,-2.1684043449710093e-19
marcatura,-2.1684043449710093e-19
nihal,-2.1684043449710093e-19
def,-3.3203691532368573e-19
sig,-3.3203691532368573e-19
sync,-3.3203691532368573e-19
bandstop,-4.336808689942021e-19
barlett,-4.336808689942021e-19
blackman,-4.336808689942021e-19
cutoff,-4.336808689942021e-19
doesnot,-4.336808689942021e-19
eescheema,-4.336808689942021e-19
hai,-4.336808689942021e-19
kaiser,-4.336808689942021e-19
lipika,-4.336808689942021e-19
rd,-4.336808689942021e-19
realis,-4.336808689942021e-19
ur,-4.336808689942021e-19
wfir,-4.336808689942021e-19
slit,-4.607859233063394e-19
xnew,-5.421010862427522e-19
init,-6.471331717022857e-19
assimil,-6.5052130349130295e-19
comparison,-6.5052130349130295e-19
hierarch,-6.5052130349130295e-19
foamfil,-8.673617379884035e-19
ham,-8.673617379884035e-19
han,-8.673617379884035e-19
quot,-8.809142651444724e-19
aim,-1.3010426069826053e-18
anod,-1.3010426069826053e-18
cathod,-1.3010426069826053e-18
educ,-1.3010426069826053e-18
turbulenceproperti,-1.5178830414797062e-18
pyor,-1.734723475976807e-18
aerodynam,-1.843143693225357e-18
allmara,-1.843143693225357e-18
fledg,-1.843143693225357e-18
spalart,-1.843143693225357e-18
year,-1.843143693225357e-18
interv,-2.1684043449710093e-18
ota,-2.6020852139652106e-18
shubhankar,-2.6020852139652106e-18
startmodul,-2.6020852139652106e-18
swak,-2.6020852139652106e-18
len,-2.8528069663524847e-18
gowtham,-3.469446951953614e-18
enclosur,-3.686287386450715e-18
salom,-3.686287386450715e-18
solid,-3.686287386450715e-18
deactiv,-4.3368086899420185e-18
recycl,-5.204170427930421e-18
studio,-5.204170427930421e-18
tear,-5.204170427930421e-18
stil,-5.854691731421724e-18
vehicl,-6.722053469410128e-18
osdag,-6.938893903907228e-18
feedback,-1.3877787807814457e-17
abrir,-2.659641664203231e-05
carregado,-2.659641664203231e-05
diretório,-2.659641664203231e-05
encontradoat,-2.659641664203231e-05
foi,-2.659641664203231e-05
gateway,-2.659641664203231e-05
gf,-2.659641664203231e-05
libipopt,-2.659641664203231e-05
liblapack,-2.659641664203231e-05
objeto,-2.659641664203231e-05
ou,-2.659641664203231e-05
possivel,-2.659641664203231e-05
tart,-2.659641664203231e-05
compartilhado,-5.319283328406462e-05
arquivo,-7.978924992610026e-05
não,-7.978924992610026e-05
bzr,-9.555742996617712e-05
rev,-9.555742996617712e-05
element,-0.000111232460796
telegen,-0.000111232460796
dedic,-0.0001163712311654
insist,-0.0001163712311654
told,-0.0001163712311654
nb,-0.0001506145986451
ng,-0.0001506145986451
colormap,-0.000159988520738
einzuf,-0.000159988520738
gefunden,-0.000159988520738
meiner,-0.000159988520738
naus,-0.000159988520738
ndas,-0.000159988520738
ndaten,-0.000159988520738
ndurchgefahren,-0.000159988520738
nh,-0.000159988520738
nich,-0.000159988520738
nicht,-0.000159988520738
nleider,-0.000159988520738
nlevel,-0.000159988520738
nm,-0.000159988520738
nschwingungsmessung,-0.000159988520738
nsich,-0.000159988520738
nwerden,-0.000159988520738
nwert,-0.000159988520738
ny,-0.000159988520738
plotten,-0.000159988520738
rangehen,-0.000159988520738
schaff,-0.000159988520738
usw,-0.000159988520738
von,-0.000159988520738
kb,-0.0002224649215921
trail,-0.0002866722898985
fpf,-0.000319977041476
nclf,-0.000319977041476
ncontourf,-0.000319977041476
